1.08 1.987	-1.11873	3.21	-19.4925	
1.09 1.987	-1.19405	3.21	-19.4925	
1.1 1.987	-1.27035	3.21	-19.4925	
1.11 1.987	-1.34763	3.21	-19.4925	
1.12 1.987	-1.42589	3.21	-19.4925	
1.13 1.987	-1.50514	3.21	-19.4925	
1.14 1.987	-1.58536	3.21	-19.4925	
1.15 1.987	-1.66657	3.21	-19.4925	
1.16 1.987	-1.74875	3.21	-19.4925	
1.17 1.987	-1.83192	3.21	-19.4925	
1.18 1.987	-1.91607	3.21	-19.4925	
1.19 1.987	-2.0012	3.21	-19.4925	
1.2 1.987	-2.08731	3.21	-19.4925	
1.21 1.987	-2.1744	3.21	-19.4925	
1.22 1.987	-2.26247	3.21	-19.4925	
1.23 1.987	-2.35153	3.21	-19.4925	
1.24 1.987	-2.44156	3.21	-19.4925	
1.25 1.987	-2.53258	3.21	-19.4925	
1.26 1.987	-2.62457	3.21	-19.4925	
1.27 1.987	-2.71755	3.21	-19.4925	
1.28 1.987	-2.81151	3.21	-19.4925	
1.29 1.987	-2.90645	3.21	-19.4925	
1.3 1.987	-3.00237	3.21	-19.4925	
1.31 1.987	-3.09927	3.21	-19.4925	
1.32 1.987	-3.19715	3.21	-19.4925	
1.33 1.987	-3.29602	3.21	-19.4925	
1.34 1.987	-3.39586	3.21	-19.4925	
1.35 1.987	-3.49669	3.21	-19.4925	
1.36 1.987	-3.59849	3.21	-19.4925	
1.37 1.987	-3.70128	3.21	-19.4925	
1.38 1.987	-3.80505	3.21	-19.4925	
1.39 1.987	-3.9098	3.21	-19.4925	
1.4 1.987	-4.01553	3.21	-19.4925	
1.41 1.987	-4.12224	3.21	-19.4925	
1.42 1.987	-4.22993	3.21	-19.4925	
1.43 1.987	-4.33861	3.21	-19.4925	
1.44 1.987	-4.44826	3.21	-19.4925	
1.45 1.987	-4.5589	3.21	-19.4925	
1.46 1.987	-4.67051	3.21	-19.4925	
1.47 1.987	-4.78311	3.21	-19.4925	
1.48 1.987	-4.89669	3.21	-19.4925	
1.49 1.987	-5.01125	3.21	-19.4925	
1.5 1.987	-5.12679	3.21	-19.4925	
1.51 1.987	-5.24331	3.21	-19.4925	
1.52 1.987	-5.36081	3.21	-19.4925	
1.53 1.987	-5.4793	3.21	-19.4925	
1.54 1.987	-5.59876	3.21	-19.4925	
1.55 1.987	-5.71921	3.21	-19.4925	
1.56 1.987	-5.84063	3.21	-19.4925	
1.57 1.987	-5.96304	3.21	-19.4925	
1.58 1.987	-6.08643	3.21	-19.4925	
1.59 1.987	-6.2108	3.21	-19.4925	
1.6 1.987	-6.33615	3.21	-19.4925	
1.61 1.987	-6.46248	3.21	-19.4925	
1.62 1.987	-6.58979	3.21	-19.4925	
1.63 1.987	-6.71809	3.21	-19.4925	
1.64 1.987	-6.84736	3.21	-19.4925	
1.65 1.987	-6.97762	3.21	-19.4925	
1.66 1.987	-7.10885	3.21	-19.4925	
1.67 1.987	-7.24107	3.21	-19.4925	
1.68 1.987	-7.37427	3.21	-19.4925	
1.69 1.987	-7.50845	3.21	-19.4925	
1.7 1.987	-7.64361	3.21	-19.4925	
1.71 1.987	-7.77975	3.21	-19.4925	
1.72 1.987	-7.91687	3.21	-19.4925	
1.73 1.987	-8.05498	3.21	-19.4925	
1.74 1.987	-8.19406	3.21	-19.4925	
1.75 1.987	-8.33413	3.21	-19.4925	
1.76 1.987	-8.47517	3.21	-19.4925	
1.77 1.987	-8.6172	3.21	-19.4925	
1.78 1.987	-8.76021	3.21	-19.4925	
1.79 1.987	-8.9042	3.21	-19.4925	
1.8 1.987	-9.04917	3.21	-19.4925	
1.81 1.987	-9.19512	3.21	-19.4925	
1.82 1.987	-9.34205	3.21	-19.4925	
1.83 1.987	-9.48997	3.21	-19.4925	
1.84 1.987	-9.63886	3.21	-19.4925	
1.85 1.987	-9.78874	3.21	-19.4925	
1.86 1.987	-9.93959	3.21	-19.4925	
1.87 1.987	-10.0914	3.21	-19.4925	
1.88 1.987	-10.2443	3.21	-19.4925	
1.89 1.987	-10.398	3.21	-19.4925	
1.9 1.987	-10.5528	3.21	-19.4925	
1.91 1.987	-10.7086	3.21	-19.4925	
1.92 1.987	-10.8653	3.21	-19.4925	
1.93 1.987	-11.0231	3.21	-19.4925	
1.94 1.987	-11.1818	3.21	-19.4925	
1.95 1.987	-11.3414	3.21	-19.4925	
1.96 1.987	-11.5021	3.21	-19.4925	
1.97 1.987	-11.6638	3.21	-19.4925	
1.98 1.987	-11.8264	3.21	-19.4925	
