1.000000000000000e-16	1.000000000000000e+00	1.000000000000000e+00	1.000000000000000e+00	1.000000000000000e+00
1.000000000000000e-15	9.407224733278952e-02	1.143328445056191e-01	1.760690483049362e-01	1.287943215683341e-01
1.000000000000000e-14	7.230738531357583e-03	8.735003377742245e-04	8.977739206905921e-03	2.248480398879216e-02
1.000000000000000e-13	1.557771322965418e-03	9.499534077804794e-04	1.557771322965418e-03	1.395295208673764e-04
1.000000000000000e-12	6.307645086089941e-05	8.333704803376030e-05	6.307645086089941e-05	1.103511775975008e-04
1.000000000000000e-11	9.861698961222132e-06	1.757460092122187e-06	2.066735078676274e-05	7.160286005003513e-06
1.000000000000000e-10	9.470362051233749e-07	1.366123182355850e-07	1.335289772086412e-07	4.036702729859343e-07
1.000000000000000e-09	1.504873536894991e-08	4.573305623090107e-08	6.907699456881744e-08	1.267754445866132e-07
1.000000000000000e-08	3.125721315111463e-08	6.944496533378697e-09	2.045156144436788e-08	6.944496644400999e-09
1.000000000000000e-07	1.836169039037827e-07	5.519245060980893e-10	6.367416871544407e-08	1.339064636951548e-09
1.000000000000000e-06	1.839231862477142e-06	7.615408303962568e-11	6.128984368913848e-07	2.750295546860571e-10
1.000000000000000e-05	1.839139821491198e-05	3.638547241280321e-10	6.130349353483666e-06	8.940181928096536e-12
1.000000000000000e-04	1.839471291220640e-04	3.686413097003793e-08	6.130342015231438e-05	2.592148717894815e-12
1.000000000000000e-03	1.842788393659811e-03	3.686373974187696e-06	6.130343247358061e-04	1.109001779298069e-12
1.000000000000001e-02	1.875898672013743e-02	3.685942893715266e-04	6.130458772583114e-03	1.088293111184413e-08
1.000000000000001e-01	2.196848005604526e-01	3.642993309016773e-02	6.152370664696138e-02	1.083693204007030e-04
