0	0.149467
0.0225	0.2728
0.045	0.341644
0.0675	0.414133
0.09	0.463244
0.1125	0.506533
0.135	0.545822
0.1575	0.571644
0.18	0.605422
0.2025	0.622667
0.225	0.658089
0.2475	0.670178
0.27	0.672311
0.2925	0.698933
0.315	0.704667
0.3375	0.7148
0.36	0.735467
0.3825	0.731467
0.405	0.740933
0.4275	0.738356
0.45	0.743333
0.4725	0.744933
0.495	0.738222
0.5175	0.741378
0.54	0.740533
0.5625	0.728356
0.585	0.735822
0.6075	0.716889
0.63	0.720622
0.6525	0.714578
0.675	0.706933
0.6975	0.685467
0.72	0.690133
0.7425	0.673778
0.765	0.667244
0.7875	0.652222
0.81	0.643556
0.8325	0.637556
0.855	0.6284
0.8775	0.612622
0.9	0.593333
0.9225	0.591733
0.945	0.578178
0.9675	0.564222
0.99	0.551289
1.0125	0.541289
1.035	0.524178
1.0575	0.513911
1.08	0.497511
1.1025	0.496133
1.125	0.486622
1.1475	0.465911
1.17	0.455289
1.1925	0.433467
1.215	0.430533
1.2375	0.406133
1.26	0.402622
1.2825	0.393689
1.305	0.3808
1.3275	0.372667
1.35	0.350844
1.3725	0.344267
1.395	0.3404
1.4175	0.323556
1.44	0.315244
1.4625	0.304356
1.485	0.294178
1.5075	0.285378
1.53	0.277156
1.5525	0.264222
1.575	0.257778
1.5975	0.249111
1.62	0.241333
1.6425	0.231689
1.665	0.224178
1.6875	0.215467
1.71	0.207289
1.7325	0.198844
1.755	0.188844
1.7775	0.185333
1.8	0.1756
1.8225	0.171822
1.845	0.163244
1.8675	0.155289
1.89	0.147778
1.9125	0.147289
1.935	0.136311
1.9575	0.131422
1.98	0.129511
2.0025	0.121244
2.025	0.118489
2.0475	0.113733
2.07	0.104756
2.0925	0.103378
2.115	0.0993778
2.1375	0.0917778
2.16	0.0928
2.1825	0.0850222
2.205	0.0814667
2.2275	0.0788444
2.25	0.0745333
2.2725	0.0737778
2.295	0.0703111
2.3175	0.0685333
2.34	0.0624
2.3625	0.0590222
2.385	0.0550667
2.4075	0.0560889
2.43	0.0535556
2.4525	0.0503556
2.475	0.0468
2.4975	0.0445778
2.52	0.0429778
2.5425	0.0422222
2.565	0.0362222
2.5875	0.0385333
2.61	0.0398222
2.6325	0.0326222
2.655	0.0299111
2.6775	0.0300889
2.7	0.0270667
2.7225	0.0267556
2.745	0.024
2.7675	0.0240444
2.79	0.0239556
2.8125	0.0219556
2.835	0.0202667
2.8575	0.0214222
2.88	0.0183556
2.9025	0.0184444
2.925	0.0162222
2.9475	0.0159556
2.97	0.0150222
2.9925	0.0124444
3.015	0.0140889
3.0375	0.0132889
3.06	0.0126222
3.0825	0.0126222
3.105	0.0110222
3.1275	0.0108444
3.15	0.00897778
3.1725	0.0096
3.195	0.00991111
3.2175	0.0088
3.24	0.00751111
3.2625	0.00675556
3.285	0.00648889
3.3075	0.00724444
3.33	0.006
3.3525	0.00657778
3.375	0.00484444
3.3975	0.00635556
3.42	0.00408889
3.4425	0.00466667
3.465	0.00408889
3.4875	0.00435556
3.51	0.004
3.5325	0.00346667
3.555	0.00355556
3.5775	0.00284444
3.6	0.0032
3.6225	0.0024
3.645	0.00271111
3.6675	0.00253333
3.69	0.00204444
3.7125	0.00231111
3.735	0.00173333
3.7575	0.00213333
3.78	0.0016
3.8025	0.00177778
3.825	0.00191111
3.8475	0.0012
3.87	0.0012
3.8925	0.00146667
3.915	0.00124444
3.9375	0.00124444
3.96	0.00102222
3.9825	0.00164444
4.005	0.000577778
4.0275	0.000711111
4.05	0.000844444
4.0725	0.00102222
4.095	0.000622222
4.1175	0.000488889
4.14	0.000666667
4.1625	0.000355556
4.185	0.000444444
4.2075	0.000622222
4.23	0.000755556
4.2525	0.0004
4.275	0.000355556
4.2975	0.000533333
4.32	0.000222222
4.3425	0.000355556
4.365	0.000355556
4.3875	0.000444444
4.41	0.000266667
4.4325	0.0004
4.455	0.000311111
4.4775	0.000133333
