0	1.52998	0
0.1	1.61967	0.599167
0.2	1.76832	1.19335
0.3	1.9747	1.7776
0.4	2.23709	2.34709
0.5	2.55332	2.89713
0.6	2.92079	3.42321
0.7	3.33647	3.92109
0.8	3.79695	4.38678
0.9	4.29849	4.81663
1	4.83702	5.20735
1.1	5.40821	5.55604
1.2	6.00751	5.8602
1.3	6.63016	6.11779
1.4	7.27131	6.32725
1.5	7.926	6.48747
1.6	8.58922	6.59787
1.7	9.25601	6.65832
1.8	9.92145	6.66924
1.9	10.5807	6.6315
2	11.2292	6.54649
2.1	11.8625	6.41605
2.2	12.4764	6.24248
2.3	13.067	6.02853
2.4	13.6307	5.77732
2.5	14.1644	5.49236
2.6	14.6654	5.17751
2.7	15.1311	4.8369
2.8	15.5598	4.47494
2.9	15.95	4.09625
3	16.3007	3.7056
3.1	16.6115	3.3079
3.2	16.8824	2.90813
3.3	17.114	2.51127
3.4	17.3073	2.12229
3.5	17.4638	1.74608
3.6	17.5855	1.3874
3.7	17.6748	1.05082
3.8	17.7347	0.740711
3.9	17.7682	0.461169
4	17.7791	0.215988
4.1	17.7713	0.00861444
4.2	17.749	-0.157879
4.3	17.7167	-0.28083
4.4	17.679	-0.35801
4.5	17.6408	-0.387651
4.6	17.6069	-0.368455
4.7	17.5825	-0.299616
4.8	17.5724	-0.180823
4.9	17.5817	-0.0122631
5	17.6151	0.205379
5.1	17.6774	0.470927
5.2	17.7731	0.782727
5.3	17.9065	1.13866
5.4	18.0817	1.53618
5.5	18.3022	1.9723
5.6	18.5714	2.44367
5.7	18.8924	2.94657
5.8	19.2676	3.47699
5.9	19.6991	4.03062
6	20.1887	4.60292
6.1	20.7373	5.18919
6.2	21.3457	5.78455
6.3	22.0141	6.38407
6.4	22.7421	6.98275
6.5	23.5288	7.5756
6.6	24.3731	8.15771
6.7	25.273	8.72425
6.8	26.2264	9.27057
6.9	27.2305	9.7922
7	28.2823	10.2849
7.1	29.3782	10.7448
7.2	30.5146	11.1683
7.3	31.6873	11.5522
7.4	32.8918	11.8935
7.5	34.1237	12.19
7.6	35.3781	12.4396
7.7	36.6502	12.6408
7.8	37.935	12.7927
7.9	39.2275	12.8947
8	40.5227	12.9468
8.1	41.8158	12.9494
8.2	43.1019	12.9037
8.3	44.3764	12.8109
8.4	45.6351	12.673
8.5	46.8736	12.4924
8.6	48.0882	12.272
8.7	49.2755	12.0148
8.8	50.4322	11.7246
8.9	51.5557	11.4051
9	52.6436	11.0606
9.1	53.6942	10.6955
9.2	54.7061	10.3144
9.3	55.6785	9.92227
9.4	56.6109	9.52388
9.5	57.5034	9.12424
9.6	58.3568	8.72837
9.7	59.1721	8.3412
9.8	59.951	7.9676
9.9	60.6954	7.61232
10	61.4078	7.27989
