0	0.1	-0.005
0.1	0.0995	0.497589
0.2	0.149259	0.657334
0.3	0.214992	0.671388
0.4	0.282131	0.664036
0.5	0.348535	0.649789
0.6	0.413514	0.631932
0.7	0.476707	0.611775
0.8	0.537884	0.590032
0.9	0.596887	0.567149
1	0.653602	0.543423
1.1	0.707945	0.519063
1.2	0.759851	0.494221
1.3	0.809273	0.469023
1.4	0.856175	0.443577
1.5	0.900533	0.41799
1.6	0.942332	0.392371
1.7	0.981569	0.366831
1.8	1.01825	0.341488
1.9	1.0524	0.316461
2	1.08405	0.291873
2.1	1.11323	0.267845
2.2	1.14002	0.244497
2.3	1.16447	0.221941
2.4	1.18666	0.200286
2.5	1.20669	0.179628
2.6	1.22465	0.160053
2.7	1.24066	0.141637
2.8	1.25482	0.12444
2.9	1.26727	0.108508
3	1.27812	0.0938755
3.1	1.28751	0.0805593
3.2	1.29556	0.0685642
3.3	1.30242	0.0578814
3.4	1.30821	0.04849
3.5	1.31306	0.0403577
3.6	1.31709	0.0334428
3.7	1.32044	0.0276949
3.8	1.3232	0.0230572
3.9	1.32551	0.0194673
4	1.32746	0.016859
4.1	1.32914	0.0151635
4.2	1.33066	0.0143107
4.3	1.33209	0.0142305
4.4	1.33351	0.0148532
4.5	1.335	0.0161109
4.6	1.33661	0.0179376
4.7	1.3384	0.0202699
4.8	1.34043	0.0230472
4.9	1.34274	0.026212
5	1.34536	0.0297097
5.1	1.34833	0.0334891
5.2	1.35168	0.0375014
5.3	1.35543	0.0417012
5.4	1.3596	0.0460452
5.5	1.3642	0.0504926
5.6	1.36925	0.0550049
5.7	1.37475	0.0595452
5.8	1.38071	0.0640785
5.9	1.38711	0.068571
6	1.39397	0.0729904
6.1	1.40127	0.0773053
6.2	1.409	0.0814855
6.3	1.41715	0.0855017
6.4	1.4257	0.0893254
6.5	1.43463	0.0929293
6.6	1.44392	0.0962869
6.7	1.45355	0.0993729
6.8	1.46349	0.102164
6.9	1.47371	0.104636
7	1.48417	0.10677
7.1	1.49485	0.108547
7.2	1.5057	0.10995
7.3	1.5167	0.110966
7.4	1.52779	0.111584
7.5	1.53895	0.111796
7.6	1.55013	0.111598
7.7	1.56129	0.11099
7.8	1.57239	0.109975
7.9	1.58339	0.108561
8	1.59424	0.106759
8.1	1.60492	0.104585
8.2	1.61538	0.102058
8.3	1.62558	0.0992038
8.4	1.6355	0.0960484
8.5	1.64511	0.092623
8.6	1.65437	0.0889616
8.7	1.66327	0.0851005
8.8	1.67178	0.0810784
8.9	1.67989	0.0769356
9	1.68758	0.072713
9.1	1.69485	0.0684525
9.2	1.7017	0.0641954
9.3	1.70812	0.0599826
9.4	1.71411	0.0558533
9.5	1.7197	0.0518454
9.6	1.72488	0.0479943
9.7	1.72968	0.0443326
9.8	1.73412	0.0408902
9.9	1.73821	0.0376935
10	1.74197	0.0347653
